0,66042
1,29844
2,29010
3,22760
4,29687
5,23802
6,22396
7,22917
8,22136
9,22135
10,22239
11,21927
12,22083
13,22969
14,24583
15,23125
16,22396
17,22188
18,22083
19,22239
20,22135
21,22031
22,22135
23,22813
24,24479
25,22708
26,22187
27,22135
28,22135
29,22135
30,22136
31,22969
32,22135
33,22552
34,24167
35,22343
36,21927
37,21927
38,21979
39,22864
40,22135
41,22083
42,21823
43,22396
44,24375
45,22083
46,22084
47,24271
48,22344
49,21927
50,22083
51,21980
52,22136
53,22500
54,25261
55,23386
56,22448
57,22031
58,21979
59,22135
60,21875
61,22187
62,22031
63,22760
64,22291
65,22135
66,22084
67,22031
68,21927
69,21979
70,22187
71,22968
72,22239
73,22291
74,21979
75,22135
76,21927
77,21875
78,22240
79,22968
80,22187
81,22083
82,22187
83,22239
84,22187
85,22188
86,21979
87,22864
88,22188
89,22031
90,21979
91,22135
92,22083
93,22188
94,21875
95,22917
96,22135
97,21875
98,22135
99,22083
100,21927
101,21927
102,22031
103,22656
104,22083
105,22136
106,21979
107,22135
108,22031
109,22187
110,22135
111,22864
112,22135
113,21979
114,21979
115,21979
116,21875
117,22031
118,21927
119,23021
120,22239
121,22031
122,21979
123,22135
124,21927
125,22031
126,22031
127,22916
128,22239
129,22031
130,21979
131,21927
132,21927
133,21875
134,22135
135,23021
136,22396
137,22083
138,21979
139,22031
140,22031
141,21927
142,22083
143,22917
144,23854
145,22240
146,21823
147,22135
148,21979
149,21927
150,22135
151,23593
152,22187
153,22188
154,23489
155,22240
156,22135
157,22031
158,22291
159,22916
160,22083
161,22083
162,21927
163,21927
164,21979
165,22031
166,22083
167,23073
168,22500
169,22031
170,22187
171,21927
172,22240
173,22187
174,22083
175,24635
176,22084
177,21563
178,21823
179,21614
180,21666
181,21614
182,21510
183,22760
184,21979
185,21563
186,21771
187,21615
188,21615
189,21563
190,21667
191,23073
192,21823
193,21771
194,21719
195,21719
196,21615
197,21667
198,21771
199,22917
200,22083
201,21666
202,21615
203,21562
204,21667
205,21406
206,21771
207,22917
208,22135
209,21771
210,21667
211,21823
212,21615
213,21875
214,21667
215,23021
216,21875
217,21719
218,21563
219,21614
220,21615
221,21667
222,21719
223,22917
224,21562
225,21563
226,21667
227,21563
228,21719
229,21667
230,21667
231,22813
232,21979
233,21875
234,21667
235,21771
236,21563
237,21614
238,21771
239,22969
240,22031
241,21823
242,21823
243,21771
244,21771
245,21563
246,21563
247,22916
248,21823
249,21667
250,21562
251,21771
252,21667
253,21666
254,21510
255,22865
256,21823
257,21771
258,21667
